template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier
TPL-01A70FDA,S4,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Body-neutral, Warm accountability",Feedback loop,Get feedback on your progress,Want to improve? Get feedback from our community and adjust your strategy. Tap to view log.,सुधार के लिए चाहें? हमारी समुदाय से प्रगति पर फीडबैक लें और अपनी रणनीति को संशोधित करें। टैप करें और अपना लॉग देखें।,,,UNTESTED,No Data Yet,True,1.0
TPL-B9D212C0,S4,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Body-neutral, Warm accountability",Log review,Review your log and adjust,Take a closer look at your log to see what's working and what's not. Make adjustments to stay on track.,अपना लॉग देखें और देखें कि क्या काम कर रहा है और क्या नहीं। अपनी रणनीति में संशोधन करें ताकि आप ट्रैक पर रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-8EFB3733,S4,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Body-neutral, Warm accountability",Streak motivation,Stay motivated with daily streaks,You're on a roll! Keep your daily streak going and celebrate small wins. Tap to view log.,आप एक रोल में हैं! दैनिक स्ट्रीक को बनाए रखें और छोटे जीतों पर तुरंत खुशी मनाएं। टैप करें और अपना लॉग देखें।,,,UNTESTED,No Data Yet,True,1.0
TPL-34D74FF1,S7,paid,Increase gamification engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Limited time offer!,Daily Challenges,Don't miss out! Your daily challenge is expiring soon. Complete it to earn rewards and stay on track.,अंतिम समय का प्रयास करें! आपकी दैनिक चुनौती जल्द ही समाप्त हो जाएगी। इसे पूरा करने से इनाम मिलेगा और आप अपनी ट्रैक पर रहेंगे।,,,UNTESTED,No Data Yet,True,1.0
TPL-41C7CF29,S7,paid,Increase gamification engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Shame-based urgency,Challenges with decreasing rewards,You're running out of time! Your next challenge's reward is decreasing. Complete it now to avoid losing progress.,आपके पास समय की कमी है! आपके अगले चुनौती का इनाम घट रहा है। इसे अब पूरा करने से आपकी प्रगति खोने से बचें.,,,UNTESTED,No Data Yet,True,1.0
TPL-9C52113F,S7,paid,Increase gamification engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Nan hook: Exclusive content,Unlock exclusive content with daily challenges,Unlock exclusive content by completing your daily challenge. Limited time offer!,दैनिक चुनौती पूरा करने से एक्सक्लुसिव कंटेंट को लॉक करें। सीमित समय का प्रयास करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-DF26B034,S7,paid,Increase gamification engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Scarcity: Limited trial days,Limited free trial days remaining,You have limited free trial days left. Complete your daily challenge to earn rewards and stay on track.,आपके पास सीमित मुफ्त प्रयोग दिनों का समय बाकी है। अपनी दैनिक चुनौती पूरा करने से इनाम मिलेगा और आप अपनी ट्रैक पर रहेंगे।,,,UNTESTED,No Data Yet,True,1.0
TPL-21705441,S7,paid,Increase gamification engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Nan hook: Leaderboard,Compete on the leaderboard with daily challenges,Join the leaderboard by completing your daily challenge. See how you rank and earn rewards.,दैनिक चुनौती पूरा करने से लीडरबोर्ड पर भाग लें। अपनी रैंकिंग देखें और इनाम प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0
TPL-14122234,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Limited Time Offer,Daily Challenges,Don't miss out! Your daily challenge is about to expire. Complete it now and earn rewards!,अप्रत्याशित समय का मौका! आपकी दैनिक चुनौती जल्द ही समाप्त हो जाएगी। इसे पूरा करें और पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-8B099893,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Shame-Based Urgency,Lost Habit Tracker,You've missed a day! Get back on track and recover your lost habit. Don't let it slip away!,आपके पास एक दिन मिस हुआ! अपनी खोए हुए आदत को फिर से शुरू करें और इसे वापस पाने का मौका न मिले।,,,UNTESTED,No Data Yet,True,1.0
TPL-B8237002,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Scarcity,Exclusive Rewards,Only a few spots left! Complete your daily challenge to earn exclusive rewards. Don't miss out!,केवल कुछ स्थान बचे हैं! अपनी दैनिक चुनौती पूरा करें और विशेष पुरस्कार प्राप्त करें। न मिले।,,,UNTESTED,No Data Yet,True,1.0
TPL-F2BD6D84,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Nan Hook,Gamification Leaderboard,You're just a nan away from the top! Keep pushing to reach the leaderboards.,आप टॉप पर होने के लिए बस एक नैन से कम दूर हैं! आगे बढ़ें और लीडरबोर्ड्स तक पहुंचें।,,,UNTESTED,No Data Yet,True,1.0
TPL-76732567,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Limited Trial Days,Free Trial Period,Last chance to redeem your free trial! Don't let it expire. Complete your daily challenge now.,अंतिम मौका! अपने मुफ्त प्रयोगकाल को लाभ उठाएं। इसे समाप्त न होने दें। अपनी दैनिक चुनौती पूरा करें.,,,UNTESTED,No Data Yet,True,1.0
TPL-5BA7EB65,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Nan you're running low on trial days!,Daily Challenge,You've got limited time to crush your daily challenge! Don't miss out on the fun - complete it now or risk losing progress.,आपके पास आज की दैनिक चुनौती को पूरा करने का सीमित समय है! इसे पूरा न करें तो आपकी प्रगति खोने का खतरा है।,,,UNTESTED,No Data Yet,True,1.0
TPL-158447E3,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Challenge expiring soon!,Weekly Goal,Your weekly goal is about to expire! Don't let it slip away - take action now and earn rewards.,आपकी हफ्तवार लक्ष्य जल्द ही समाप्त हो जाएगा! इसे न मानें और पुरस्कार प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-B69312F4,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",You're not alone!,Community Leaderboard,See how others are performing on the leaderboard! Join the challenge and take your spot.,अन्य लोगों की प्रदर्शन देखें! इस चुनौती में शामिल हो और अपना स्थान बनाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-327C19F4,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Don't let FOMO get the best of you!,Limited Time Offer,You're missing out on exclusive rewards! Complete your daily challenge to unlock them.,एफओएमओ को अपने बीच न लाएं! दैनिक चुनौती पूरा करें और विशेष पुरस्कारों तक पहुंचें।,,,UNTESTED,No Data Yet,True,1.0
TPL-405CA1FF,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Shame-based urgency: You're not doing enough!,Habit Tracker,Your habit tracker shows you're falling behind! Get back on track and earn rewards.,आपका आदत ट्रैकर दिखाता है कि आप पर्याप्त नहीं कर रहे हैं! फिर से ट्रैक में आइए और पुरस्कार प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-FECAA28F,S7,inactive,Increase gamification engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Limited Time Offer!,Daily Challenges,Don't miss out! Your daily challenge is expiring soon. Complete it now to stay on track!,अंतिम समय का प्रस्ताव! आपकी दैनिक चुनौती जल्द ही समाप्त हो जाएगी। इसे अब पूरा करें और अपनी ट्रैक पर रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-1C7CEF7C,S7,inactive,Increase gamification engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Challenge Expiring Soon!,Weekly Goals,Your weekly goal is almost out of reach. Complete the remaining challenges to stay on track and earn rewards!,आपकी हफ्तवार लक्ष्य बहुत करीब है। अभी तक के चुनौतियों को पूरा करने से आपको पुरस्कार मिलेंगे और आप अपनी ट्रैक पर रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-1108B0D7,S7,inactive,Increase gamification engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Shame-Based Urgency!,Daily Rewards,You're running out of time! Complete your daily rewards to avoid missing out on valuable points.,आपके पास समय की सीमा है! अपने दैनिक पुरस्कारों को पूरा करने से आपको मूल्यवान बिंदुओं पर विचलित न होने दें।,,,UNTESTED,No Data Yet,True,1.0
TPL-F593B0F0,S7,inactive,Increase gamification engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Limited Trial Days Left!,New Challenges,You have only a few trial days left! Complete the new challenges to unlock exclusive rewards.,आपके पास अभी भी कुछ प्रयोग दिन बाकी हैं! नए चुनौतियों को पूरा करने से आप विशेष पुरस्कारों तक पहुंचेंगे।,,,UNTESTED,No Data Yet,True,1.0
TPL-9DCBB941,S7,inactive,Increase gamification engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Shame-based urgency",Nan's Warning!,Progress Tracking,Nan's warning: You're falling behind! Track your progress and complete the remaining challenges to get back on track.,नैन की चेतावनी: आप पीछे हैं! अपनी प्रगति ट्रैक करें और अभी तक के चुनौतियों को पूरा करने से आपको फिर से ट्रैक पर रहने में मदद मिलेगी।,,,UNTESTED,No Data Yet,True,1.0
TPL-FD17E31C,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Daily Step Tracking,You're on a roll! Keep pushing yourself to reach new heights with every step. You got this!,आपकी स्वस्थ जीवन पहचान मजबूत होती जा रही है। हर कदम पर अपने लक्ष्यों को पूरा करने का प्रयास करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-4E8F547D,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Body-neutral, Warm accountability",Recipe sharing,Nutrition Planning,What's your favorite recipe to cook after a workout? Share it with us and get inspired by our community!,आपका पसंदीदा व्यायाम के बाद पकाने का नुस्खा क्या है? हमारी समुदाय से प्रेरणा लें और अपने खुद के नुस्खों को साझा करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-36C61B4E,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Body-neutral, Warm accountability",Family plan milestones,Family Syncing,You're crushing it as a family! Celebrate your progress and make new memories together. Keep shining!,आपकी परिवार की सफलता देखकर हम खुश हैं! अपने प्रगति को मनाने और नई यादें बनाने के लिए उत्साहित रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-E24E54A7,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Mindful Moments,"Take a deep breath and focus on the present. You're doing great, and every moment counts! Keep going!","श्वास लें और वर्तमान पर ध्यान केंद्रित करें। आप अच्छा कर रहे हैं, और हर मoment महत्वपूर्ण है! जारी रखें!",,,UNTESTED,No Data Yet,True,1.0
TPL-229EA8AA,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Body-neutral, Warm accountability",Recipe sharing,Calorie Tracking,What's your secret to staying on track? Share your favorite healthy snacks with us and get tips from our community!,आपका स्वास्थ्य खाने की ट्रैकिंग का रहस्य क्या है? हमारे समुदाय से प्रेरणा लें और अपने पसंदीदा स्वस्थ खाद्य पदार्थों को साझा करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-DD086ADC,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Leaderboard and Habit Tracking,You're on the right track! Keep pushing yourself to reach new heights on our leaderboard. What's your next accomplishment?,आप सही दिशा में हैं! हमारे लीडरबोर्ड पर और अपने जीवन को स्वस्थ बनाए रखने का प्रयास करें। अगले उपलब्धि क्या है?,,,UNTESTED,No Data Yet,True,1.0
TPL-D6FB0D25,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Body-neutral, Warm accountability",Recipe sharing,Habit Tracking and Meal Planning,You've got this! Share your favorite recipes with us and earn rewards on our leaderboard. What's cooking today?,आपको यह करने की शक्ति है! हमें अपने पसंदीदा व्यंजनों के बारे में बताएं और हमारे लीडरबोर्ड पर पुरस्कार कमाएं। आज क्या पकाने की योजना है?,,,UNTESTED,No Data Yet,True,1.0
TPL-07FB7B13,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Body-neutral, Warm accountability",Family plan milestones,Leaderboard and Family Features,You're part of a movement! Celebrate your family's progress on our leaderboard. What's the next milestone you're working towards?,आप एक आंदोलन का हिस्सा हैं! हमारे लीडरबोर्ड पर अपने परिवार की प्रगति को मनाएं। अगले मील के पत्थर क्या है जिस पर आप काम कर रहे हैं?,,,UNTESTED,No Data Yet,True,1.0
TPL-B6007801,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Habit Tracking and Wellness,You're doing better than you think! Keep tracking your habits and celebrate small wins on our leaderboard. What's one healthy habit you want to start today?,आपको यह करने की शक्ति है! अपने जीवन में स्वास्थ्य और फिटनेस को बढ़ावा देने के लिए अपने आदतों को ट्रैक करें। हमारे लीडरबोर्ड पर छोटे विजेताओं की प्रशंसा करें और आज एक स्वस्थ आदत शुरू करने की योजना बनाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-A1235D2E,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Body-neutral, Warm accountability",Recipe sharing,Meal Planning and Recipe Sharing,You're a recipe rockstar! Share your favorite recipes with us and earn rewards on our leaderboard. What's the next dish you want to try?,आप एक व्यंजन निर्माता हैं! हमें अपने पसंदीदा व्यंजनों के बारे में बताएं और हमारे लीडरबोर्ड पर पुरस्कार कमाएं। अगले व्यंजन को आजमाने की योजना बनाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-A1697B7A,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life,Recipe Sharing,You're on a roll! Share your favorite recipe with friends and family to stay motivated.,आपकी स्वस्थ जीवन यात्रा में आपकी सफलता को देखकर खुश रहें! अपने पसंदीदा व्यंजन को दोस्तों और परिवार के साथ साझा करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-5EB4D007,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Body-neutral, Warm accountability",Milestone achieved!,Family Plan,Congratulations on reaching a family milestone! Keep up the great work and share your progress with loved ones.,परिवार के लक्ष्य को पूरा करने की आपकी बधाई! आगे बढ़ने के लिए धन्यवाद और अपने परिवार के साथ अपने प्रगति को साझा करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-34374AEB,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Body-neutral, Warm accountability",Your habits are paying off,Leaderboard Engagement,You're making progress and it's showing on the leaderboard! Keep up the good work and stay motivated.,आपकी आदतें सफलता की ओर ले जा रही हैं और यह बोर्ड पर दिखाई दे रही है! आगे बढ़ने के लिए धन्यवाद और उत्साहित रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-3D8CC8F1,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Body-neutral, Warm accountability",You're part of a community,Recipe Sharing,Join the movement and share your favorite recipes with others! Get inspired by their creations and stay motivated.,सामुदायिक में शामिल हों और अपने पसंदीदा व्यंजन को दूसरों से साझा करें! अन्य लोगों की रचनात्मकताओं से प्रेरित रहें और उत्साहित रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-39377A63,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Body-neutral, Warm accountability",Celebrate your wins,Family Plan,Acknowledge and celebrate your family milestones! You're making a positive impact on those around you.,आपके परिवार के लक्ष्यों को मान्यता दें और उनकी बधाई करें! आप अपने आसपास के लोगों पर सकारात्मक प्रभाव डाल रहे हैं।,,,UNTESTED,No Data Yet,True,1.0
TPL-FEF961F4,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Recipe Sharing,You've been inactive for a while! Get back on track with our recipe sharing feature and start building the healthy habits that define you.,"आपके स्वास्थ्य की दिशा में आगे बढ़ने के लिए, हमारे रेसिपी शेयरिंग फीचर को फिर से शुरू करें और अपने स्वस्थ आदतों को बनाए रखें।",,,UNTESTED,No Data Yet,True,1.0
TPL-C9BF989A,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Body-neutral, Warm accountability",Family plan milestones,Leaderboard Engagement,Don't forget about your family's progress! Check the leaderboard and see how you can help them reach their next milestone. Get back in the game!,अपने परिवार की प्रगति को याद रखें! लीडरबोर्ड देखें और अपने परिवार को अगले मील के पत्थर तक पहुंचाने में मदद करें। फिर से खेल में वापस आएं!,,,UNTESTED,No Data Yet,True,1.0
TPL-01A8BF36,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Body-neutral, Warm accountability",Recipe sharing,Accomplishment,"You've been inactive, but you can still make a difference! Share your favorite recipes and get inspired by others. Take the first step towards a healthier life.","आपकी गतिविधि कम हो गई है, लेकिन आप अभी भी एक अंतर बना सकते हैं! अपने पसंदीदा रेसिपी साझा करें और दूसरों की प्रेरणा लें। स्वस्थ जीवन की ओर पहला कदम उठाएं.",,,UNTESTED,No Data Yet,True,1.0
TPL-C5DD0E1D,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Body-neutral, Warm accountability",Leaderboard engagement,Compelling return value proposition,Ready to reclaim your spot on the leaderboard? Get back in the game with our exclusive offers and rewards. Take control of your health journey.,लीडरबोर्ड पर अपनी जगह फिर से प्राप्त करने के लिए तैयार हैं? हमारे विशेष ऑफर्स और पुरस्कारों के साथ खेल में वापस आएं। अपने स्वास्थ्य यात्रा पर नियंत्रण करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-E9D34494,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Body-neutral, Warm accountability",Building a healthier life identity,Family plan milestones,It's time to get back on track! Celebrate your family's progress and build a healthier life together. Share your favorite recipes and make a difference.,अब समय है अपने ट्रैक पर वापस आना! अपने परिवार की प्रगति को मनाने और स्वस्थ जीवन बनाने के लिए एक साथ आगे बढ़ें। अपने पसंदीदा रेसिपी साझा करें और अंतर बनाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-19EA73F4,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Warm accountability, Body-neutral",Log your progress,Streaks tracking,You're on a roll! Keep increasing ai_tutor engagement by logging in daily.,आपकी प्रगति लॉग करें | दैनिक रूप से ai_tutor इंजीनियरिंग में बढ़ावा दें,,,UNTESTED,No Data Yet,True,1.0
TPL-69430B11,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Warm accountability, Body-neutral",Don't let streaks slip away,Streak reminders,Stay on track and maintain your momentum with daily reminders.,स्ट्रीक्स को ध्यान में रखने के लिए दैनिक स्मारिकाएँ | अपनी गति बनाए रखें,,,UNTESTED,No Data Yet,True,1.0
TPL-4A685442,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Warm accountability, Body-neutral",Adjust for improvement,Feedback loop,Analyze your progress and adjust your strategy to deepen engagement.,अपने प्रगति का विश्लेषण करें | अपनी रणनीति में सुधार लें और इंजीनियरिंग में गहराई से जुड़ें।,,,UNTESTED,No Data Yet,True,1.0
